id,side,m,n,combat,movement,VP,label,pad,img,color,enter_time,group,range,size
1,0,0,0,6,6,20,Princess,HQ,,Kingdom,0,0,1,X
2,0,1,0,8,6,15,Knight,cavalry,,Kingdom,0,0,1,I
3,0,0,1,5,6,10,Noble,cavalry,,Kingdom,0,0,1,I
4,0,2,0,4,6,8,dragon,Horse Artillery,,Kingdom,0,0,2,I
5,0,1,1,5,3,5,piker,infantry,,Kingdom,0,0,1,I
6,0,0,2,5,3,5,piker,infantry,,Kingdom,0,0,1,I
7,0,3,0,5,3,5,piker,infantry,,Kingdom,0,0,1,I
8,0,10,7,5,3,5,piker,infantry,,Kingdom,0,0,1,I
9,0,9,7,5,3,5,piker,infantry,,Kingdom,0,0,1,I
10,0,11,7,5,3,5,piker,infantry,,Kingdom,0,0,1,I
11,0,9,8,5,3,5,piker,infantry,,Kingdom,0,0,1,I
12,0,10,8,5,3,5,piker,infantry,,Kingdom,0,0,1,I
13,0,11,8,5,3,5,piker,infantry,,Kingdom,0,0,1,I
14,0,4,6,4,4,6,musket,infantry,,Kingdom,0,0,1,I
15,0,5,6,4,4,6,musket,infantry,,Kingdom,0,0,1,I
16,0,4,5,4,4,6,musket,infantry,,Kingdom,0,0,1,I
17,0,3,5,4,4,6,musket,infantry,,Kingdom,0,0,1,I
18,0,2,6,4,4,3,musket,infantry,,Kingdom,0,0,1,I
19,0,2,5,3,4,6,musket,infantry,,Kingdom,0,0,1,I
20,0,4,7,4,4,2,musket,infantry,,Kingdom,0,0,1,I
21,0,5,7,4,4,6,musket,infantry,,Kingdom,0,0,1,I
22,0,6,7,4,4,6,musket,infantry,,Kingdom,0,0,1,I
23,0,4,8,2,4,3,militia,infantry,,Kingdom,0,0,1,I
24,0,5,8,2,4,3,militia,infantry,,Kingdom,0,0,1,I
25,0,6,8,2,4,3,militia,infantry,,Kingdom,0,0,1,I
26,0,4,9,2,4,3,militia,infantry,,Kingdom,0,0,1,I
27,0,5,9,2,4,3,militia,infantry,,Kingdom,0,0,1,I
28,0,6,9,2,4,3,militia,infantry,,Kingdom,0,0,1,I
29,0,6,10,2,4,3,militia,infantry,,Kingdom,0,0,1,I
30,0,6,11,2,4,3,militia,infantry,,Kingdom,0,0,1,I
31,1,6,12,5,6,20,tsar,HQ,,Russian,0,1,1,X
32,1,6,12,3,6,4,Cossack,cavalry,,Russian,0,1,1,I
33,1,6,12,3,6,4,Cossack,cavalry,,Russian,0,1,1,I
34,1,6,12,3,6,4,Cossack,cavalry,,Russian,0,1,1,I
35,1,6,12,3,6,4,Cossack,cavalry,,Russian,0,1,1,I
36,1,6,12,3,6,4,Cossack,cavalry,,Russian,0,1,1,I
37,1,6,12,3,6,4,Cossack,cavalry,,Russian,0,1,1,I
38,1,6,12,4,4,4,Artillery,Artillery,,Russian,0,1,2,I
39,1,6,12,4,4,4,Artillery,Artillery,,Russian,0,1,2,I
40,1,6,12,4,4,4,fireman,infantry,,Russian,0,1,1,I
41,1,6,12,4,4,4,fireman,infantry,,Russian,0,1,1,I
42,1,6,12,4,4,4,fireman,infantry,,Russian,0,1,1,I
43,1,6,12,4,4,4,fireman,infantry,,Russian,0,1,1,I
44,1,6,12,3,6,10,richman,HQ,,British,0,2,1,III
45,1,6,12,10,4,8,guard,infantry,,British,0,2,1,I
46,1,6,12,8,5,7,95rifle,infantry,,British,0,2,1,I
47,1,6,12,6,4,5,reds,infantry,,British,0,2,1,I
48,1,6,12,6,4,5,reds,infantry,,British,0,2,1,I
49,1,6,12,6,4,5,reds,infantry,,British,0,2,1,I
50,1,6,12,6,4,5,reds,infantry,,British,0,2,1,I
51,1,6,12,6,4,5,reds,infantry,,British,0,2,1,I
52,1,6,12,6,4,5,reds,infantry,,British,0,2,1,I
53,1,6,12,6,6,6,lobster,cavalry,,British,0,2,1,I
54,1,6,12,5,6,6,lobster,cavalry,,British,0,2,1,I
55,1,6,12,5,6,6,lobster,cavalry,,British,0,2,1,I
56,1,6,12,5,4,10,King,HQ,,Austria,0,3,1,X
57,1,6,12,1,4,10,Queen,HQ,,Austria,0,3,1,III
58,1,6,13,4,5,5,Hussar,cavalry,,Austria,1,3,1,I
59,1,6,13,4,5,5,Hussar,cavalry,,Austria,1,3,1,I
60,1,6,13,3,6,5,Hussar,cavalry,,Austria,1,3,1,I
61,1,6,13,3,6,5,Hussar,cavalry,,Austria,1,3,1,I
62,1,6,13,4,3,3,line,infantry,,Austria,1,3,1,I
63,1,6,13,4,3,3,line,infantry,,Austria,1,3,1,I
64,1,6,13,4,3,3,line,infantry,,Austria,1,3,1,I
65,1,6,13,4,3,3,line,infantry,,Austria,1,3,1,I
66,1,6,13,4,3,3,line,infantry,,Austria,1,3,1,I
67,1,6,13,4,3,3,line,infantry,,Austria,1,3,1,I
68,1,6,13,4,3,3,line,infantry,,Austria,1,3,1,I
69,1,6,13,4,3,3,line,infantry,,Austria,1,3,1,I
