open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open
open,open,open,river,river,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open
open,open,open,open,river,river,river,open,open,open,open,open,open,open,open,open,open,open,open,open
hill,hill,hill,open,open,open,river,river,river,river,river,river,open,open,open,open,open,open,open,open
open,open,open,open,open,open,open,open,34,24,open,river,river,river,river,river,river,river,river,open
open,open,open,open,open,open,open,open,33,23,open,open,open,open,open,open,open,open,river,river
open,open,open,open,open,open,open,open,32,22,open,open,open,6,open,open,open,open,open,open
open,open,open,open,open,open,37,open,31,21,open,open,open,open,7,9,open,open,open,open
open,open,open,open,open,open,14,35,30,19,open,open,open,13,open,8,open,open,open,open
open,open,open,open,open,open,36,open,29,18,open,open,open,5,open,open,open,open,open,open
open,open,open,open,open,open,open,open,28,17,open,open,open,4,open,open,open,open,open,open
open,open,open,open,open,open,open,open,27,16,open,open,open,3,open,open,open,open,open,open
open,open,open,open,open,open,open,open,26,15,open,open,open,12,open,open,open,open,open,open
river,hill,river,river,river,open,open,open,25,20,open,open,open,open,open,open,open,open,open,open
river,river,river,open,river,river,river,river,river,open,open,open,open,2,open,open,open,open,open,open
open,open,open,open,open,open,open,open,river,river,river,river,river,river,river,1,river,river,river,river
open,open,open,open,open,open,open,open,42,41,open,open,open,open,open,open,open,open,open,open
open,open,open,open,open,open,open,open,43,40,open,open,open,open,10,open,open,open,open,open
open,open,open,open,open,open,open,open,44,39,open,open,open,open,11,open,open,open,open,open
open,open,open,open,open,open,open,open,45,38,open,open,open,open,open,open,open,open,open,open
